,job_id,job_title,company,descriptions,location,category,subcategory,type,salary
180,72268722,Data Engineer,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,"Develop strategies for managing data and optimising database schemas to ensure data privacy and security across BI tools and processes.
Continuously improve the data warehouse, BI processes, and system performance to meet business needs and accommodate growing data volumes.
Design, build, and maintain data systems and pipelines.
Manage scheduled data ingestion and processing operations, train stakeholders on BI tools use, and leverage innovative technologies and machine learning techniques for sophisticated data analysis and continuous improvement.
3+ years of experience in data engineering or a related field.
Proficient in SQL, PLSQL, Stored Procedures, and Scripting.
Familiarity with ETL/ELT tools such as Azure Data Factory, Oracle Data Integrator, etc.
Experience with Python, R, or other relevant scripting languages that are often used in data manipulation and acquisition.
Attractive remuneration package and development opportunities.
Enjoy a dynamic and stimulating, fast-paced environment with a team of bright professionals supporting you.
Flexible work arrangements such as remote work or flexible hours.",Selangor,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 7,000 – RM 13,000 per month"
181,72288343,Internship (Data Analyst),J&T CARGO,"Responsible for handling the enquiries between internal and external.
Responsible for handling the primary point of contact between direct sales and the company to ensure any issues/concerns are resolved promptly.
Manage the daily operations of the store, providing advice and support to the Store Manager in all areas of the business, including performance issues, packaging issues, cost control, system processes and business practices.
Monitor direct sales data at all times, track and update parcel data
Ensure that all store associates receive adequate training and are able to provide a good service experience in accordance with company policies.
Candidate must possess at least a Diploma/Degree or any equivalent academic studies.
Proactive and have positive mindset environment.
Good interpersonal skills , analytical and communication skills.
MANDARIN
 is an added advantage.
Duration: At least 3 months or 6 months
Able to relocate
Final Year students are welcome to apply.
Opportunity of being hired into a full-time position upon program completion with good performance!
Poses own transport would be an added advantage.
KL ECO CITY is accessible by LRT Abdullah Hukum.
Which of the following statements best describes your right to work in Malaysia?
Which of the following languages are you fluent in?",Petaling,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,
182,72319191,Data Analyst,NETMEDIAS LEASHARES SDN. BHD.,"Looking for an opportunity to work in international markets?
Looking for a company to unleash your potential and ability?
Looking for a place that recognize your work performance?
You are a self-drive person.
Proactive, result-oriented and positive mindset.
Free parking
Meal allowance.
5 minutes walking distance to MRT station (Phileo Damansara).
To interpret data, analyse the results by using statistical techniques and provide ongoing statistical reports.
To develop and implement databases, data analytics and collection systems, and other strategies that optimize statistical data quality.
To acquire data from primary or secondary data sources which includes collecting data from various sources such as internal databases, external, surveys, market research reports, and other relevant sources and maintain databases/data systems.
To identify, analyse, and interpret data trends or patterns in complex data sets which ensure the data accuracy, completeness, and consistency.
To filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
To work with management to prioritize business and information needs.
To stay updated with industry trends and best practices in data analysis and reporting.
Candidate must possess at least bachelor's degree in Statistics, Mathematics, Computer Science, or its equivalent.
Proven experience as a Data Analyst or in a related field.
Technical expertise regarding data models, database design development, data mining, and segmentation techniques.
Strong in analytical skills with the ability to collect, organize, analyse, and disseminate significant amounts of information with attention to details and accuracy.
Fresh graduates are welcomed to apply.
Which of the following web analytics tools are you experienced with?",Petaling,Information & Communication Technology,Business/Systems Analysts,Full time,"RM 3,500 – RM 4,000 per month"
183,72306575,"Senior Specialist, Data Intelligence",DKSH Malaysia Sdn Bhd,"Utilize technical proficiency to gather, clean and preprocess data from various sources
Develop, train and evaluate machine learning models to solve business problems such as predictive analytics, recommendation systems, natural language processing etc
Conduct statistical analysis, hypothesis testing and data-driven experimentation
Operationalize, monitor and continuously improve the performance of models
Design and qualifying processes for data gathering, storage, processing and integration
Actively up-to-date with emerging trends in data science, machine learning and AI
Degree/Master in Computer Science, Mathematics, Statistics or Data Science
Prefer candidates with at least 5 years of working experience – AI/ML/AA-related
At least 3 years of experience with cloud-based big data platforms such as Microsoft Azure
Strong quantitative and analytical skills, with statistical knowledge
At least 3 years of hands-on knowledge of Python, SQL
Familiar with SAP ECC or S4
Experience with visualization tool - Power BI
Familiar with ML Ops framework and methodology",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,
184,72311415,Presales Lead (Data & AI),iZeno Sdn Bhd,"Take a leadership role in pre-sales activities of data and AI projects, including the development and execution of data and AI POCs, end-user workshops, and RFP responses
Lead and provide guidance for data and AI project delivery, from project definition, client management, and communication of key insights.
Collaborate with Heads of Data Engineering and Data Analytics, and project managers to identify skill sets required for successful project delivery.
Maintain up-to-date knowledge of industry trends, emerging technologies, and competitive landscapes.
Participate and host events and conferences in Malaysia.
8+ years in a customer-facing pre-sales, technical architecture, customer success, or consulting role.
Ability to manage customer conversations at the C-level and map business-focused conversations to technical discussions.
Recognized deep technical expertise within the Data and AI Industry.
Proficiency in Python/R, SQL, and handling large datasets.
Familiarity with PySpark is a plus.
Familiarity with leading data science and data warehouse technologies is a plus.
An exciting job with latest technology
Continuous training & development of soft and hard skills
A competitive salary, inline with your profile
A package of benefits including healthcare insurance
Work from home 9 days in a month
An awesome team of colleagues & regular team building activities
The ability to work with the world’s leading companies in technology and innovation
An environment where we embrace openness, transparency and grab every opportunity to have fun, while always doing what is right for our customers and partners.
Which of the following statements best describes your right to work in Malaysia?",Kuala Lumpur Sentral,Information & Communication Technology,Sales - Pre & Post,Full time,
185,72402831,Senior Data Engineer,KINESSO MALAYSIA SDN. BHD. (fka Mediabrands Global Technology Solutions Sdn Bhd),"Discuss technical solutions with the development team, communicate goals and facilitate execution.
Work with technical lead to identify, design, and develop scalable data pipelines that move and transform large-scale data efficiently.
Work with technical lead to identify, design, and develop data models that support business requirements and optimize large-scale data retrieval.
Identify, analyze, and resolve discrepancies to ensure data integrity.
Incorporate unit tests onto data models for data quality assurance.
Work with QA team to enhance automated testing in support of continuous delivery capabilities.
Participate in coding and contribute to the codebase.
Perform code reviews and provide feedback to engineers.
Providing technical guidance and mentoring to junior data engineers.
Partner with other technology teams to deliver stable, highly available data platforms.
Diagnose and resolve data-related issues and providing ongoing support for data infrastructure.
Identifying and addressing performance bottlenecks in data processing and storage systems.
Ensuring data privacy, security, and compliance with regulatory requirements.
Create and maintain documentation for data engineering processes, data flows, and system architectures.
Staying updated with industry trend and exploring new techniques in addressing data problems.
Bachelor’s degree in a Computer Science or Quantitative field (computer science, statistics or related)
5+ years of progressive software engineering experience
5+ years of advanced SQL query construction, performance tuning, and data modeling
2+ years of experience with any MPP database technology
2+ years of experience with Python or JavaScript
Knowledge in Amazon’s AWS ecosystem is highly desirable (S3, Lambda, AWS Glue, Athena)
Experience with agile methodologies is highly desirable
Experience in the Modern Data Stack is highly desirable:
Warehouse/Lakehouse: Snowflake, AWS Redshift
Orchestration/Pipelines: Airflow, Dagster
Transformation/Quality: DBT, Great Expectations
Observability/Analytics: DataDog, Tableau, AWS QuickSight
Able to stay ahead of the curve with new and emerging technologies
Experience in ad tech is a strong plus
Excellent communication and collaboration skills
Ability to understand the underlying data - why it was used, what information it conveys to the viewer, and how to derive that information from the data source
Proficient in English as a first language – both verbal & written
Excellent communication skills with the ability to effectively interact with non-technical users.
The ability to consistently deliver solid, successful solutions in short development cycles.
A strong spirit of innovation, self-starter, independent, and with the ability to come up with solutions to meet business problems.
Result driven, high enthusiasm and can work well with others.
Strong desire to learn new things and pass knowledge acquired onto others.
Able to manage own hours and work with a remote team environment.
How many years' experience do you have as a Data Engineer?",Petaling,Information & Communication Technology,Engineering - Software,Full time,
186,72525583,Report Builder,Mydin Mohamed Holdings Berhad,"Compile massive amounts of data on an enterprise level to filter out unnecessary information and provide insight into business operations.
Create department-specific reports that help to improve workflow and efficiency, while removing the non-relevant data.
Provide staff with accurate and pertinent information needed in the report summary to perform their tasks.
Monitor and notify of data breaches.
Candidate must possess at least Degree in Statistic/Mathematics/Computer Science or equivalent.
Must have at least minimum 2 years of experience in analytical or related field.
Excellent written and verbal in Bahasa Malaysia and English.
Have strong problem-solving skills and detail oriented.
Have good knowledge in Microsoft Excel, Power Query and Pivot.
What's your expected monthly basic salary?
How much notice are you required to give your current employer?
Which of the following Microsoft Office products are you experienced with?",Petaling,Retail & Consumer Products,Other,Full time,
187,72671620,"Manager, RPA Developer",Affin Bank Berhad,"Design, develop, document, test and debug Robotic Process Automation application and maintenance of the bot and orchestration. Knowledge of core RPA development principles.
Solid understanding of the application of Software Development Life Cycle, Agile Operating Model & Scrum methodology.
Ability to troubleshoot issues to find the root cause and recommend solutions.
Ensure the robots are 100% compliant with the required governance process and standards.
Ability to work in a team environment.
Proficiency in written and spoken English. Able to communicate in a clear and concise manner at various audience levels. Other language proficiency is a plus.
Self-Starter who takes ownership and responsibility for projects and initiatives.
Experience with Unit Testing, Test Driven Development, Functional Test, and other Testing activities.
8-10 years’ experience in RPA and good knowledge and experience in developing through RPA tools.
Successful track record of developing quality software products.
Able to mentor junior developers.
Familiarity with RPA from conception to deployment.
Able to work independently with ownership mentality.
Experience in Scrum/Agile development methodologies.
Must have an optimal mix of business process, project management and IT Skills.
Certified developers in UiPath / BluePrism.",Kuala Lumpur,Information & Communication Technology,Engineering - Software,Full time,"RM 8,000 – RM 12,000 per month"
188,72190197,Research Officer Agricultural Data Scientist,Applied Agricultural Resources Sdn. Bhd.,,Petaling,"Farming, Animals & Conservation",Agronomy & Farm Services,Full time,
189,72426822,Business Analyst,Felix Digital Sdn Bhd,"Elicit requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis; task and workflow analysis
Critically evaluate information gathered from multiple sources, reconcile conflicts, and decompose high-level information into details
Proactively communicate and collaborate with external and internal customers to analyze information needs and functional requirements and deliver the following artifacts as needed: (Functional requirements - Business Requirements Document, Use Cases, Specs and Interface designs)
Successfully engage in multiple initiatives simultaneously
Work independently with users to define concepts and under direction of superior
Drive and challenge business units on their assumptions of how they will successfully execute their plans
Serves as the conduit between the customer community (internal and external customers) and the software development team through which requirements flow
Develop requirements specifications according to standard templates, using natural language
Collaborate with developers and subject matter experts to establish the technical vision and analyze trade-offs between usability and performance needs
Be the liaison between the business units, technology teams and support teams
Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Candidate must possess at least a Bachelor's Degree, Professional Degree in Computer Science/Information Technology, Engineering (Computer), Business Studies/Management or equivalent
2 to 3 year(s) of working experience as a Functional Data or Business Analyst is required for this position
Customer interfacing experience – customer presentation, drive and challenge business units on their assumptions of how they will successfully execute their plans
Excellent communication skills (written and verbal) and able to interact professionally with a diverse group, executives, managers and subject matter experts
Experience in SQL Server, Programming will be advantageous
Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements
Bilingual in English and Mandarin as required to communicate and collaborate with external and internal English and Mandarin speaking customers to analyze information needs and functional requirements and deliver the artifacts as needed.
Which of the following languages are you fluent in?
What's your expected monthly basic salary?
How many years' experience do you have as a business analyst?
Have you worked in a role which requires a sound understanding of the software development lifecycle?",Kuala Lumpur,Information & Communication Technology,Business/Systems Analysts,Full time,
190,72181579,Digital Data Reviewer - Korean Speaker,Accenture Technology Solutions Sdn Bhd,"Organize, categorize, and publish content and information using specific tools and channels.
Review, classify and/or eliminate highly sensitive content.
Understand and remain updated on changing client policies and guidelines.
Investigate, resolve, and relay complex content issues to the broader Trust and Safety team within agreed-upon turnaround times and standards of quality.
Serve as an advocate for the user community.
Engage in conversation around socially sensitive topics with the purpose of keeping our communities safe.
Participate in process improvement initiatives that improve quality and efficiency of work.
Participate in continuous training programs and workgroup discussions for optimal development in the role.
Sound coping, emotional resilience, and stress-management skills.
Excellent comprehension, communication and proficiency in English and Korean language skill.
Ability to perform duties objectively, devoid of inherent biases or personal beliefs, in the best interest of client policies.
Strong attention to detail.
Comfortable synthesizing and analyzing information from multiple streams.
Strong critical thinking and decision-making skills.
Deep familiarity and passion for the internet, internet platforms, and internet culture.
High affinity and cultural awareness of political and social situations regarding the relevant market and region that will be supported.
Ability to work well on a team and individually.
Flexible in meeting changing business needs in a fast-paced environment
Commitment to quality, efficiency, and effectiveness.
Previous business process outsourcing, customer service, or content moderation experience is a plus.
Which of the following languages are you fluent in?",Kuala Lumpur,Call Centre & Customer Service,Other,Contract/Temp,
191,72214257,Programmer - Machine Learning,ACGT Sdn Bhd,"Work with the data science team to research, develop, evaluate and optimize various models using different machine learning algorithms for problem solving or process optimisation. 
Execute projects involving machine learning algorithm for computer vision applications using learners such as neural networks, clustering, segmentation, object detection, tracking. 
Run code refactoring and optimization, containerization, deployment, versioning and monitoring of its quality. 
Design and implement cloud solutions and CICD pipelines, build MLOps on cloud. 
Design the self-running applications and software that makes use of that data and automates predictive models.
BSc. or MSc. or Ph.D. in Mathematics, Computer Science, Data Science, Machine Learning, Artificial Intelligence or related fields provided they have a strong technical knowledge and experience in machine learning.
Experience in design and implement cloud-based solution and services.
Proficient in programming and scripting skills (Python and R), and basic understanding of Linux. 
Proficient in machine learning framework such as scikit-learn, pandas, TensorFlow or Keras.
Excellent interpersonal skills, team player, resourceful and has strong analytical skills. 
Experience in collaborative research and thriving in a fast-paced and dynamic work environment. 
Good communication and written in English.
What's your expected monthly basic salary?
How many years' experience do you have as a Programmer?
How many years' experience do you have as a Power BI Developer?",Bukit Jalil,Information & Communication Technology,Developers/Programmers,Full time,
192,72213138,E-commerce Data Analyst,"Synergy House Furniture Sdn Bhd - Location at Top Glove Tower, Setia Alam",How many years' experience do you have as a data analyst?,Selangor,Marketing & Communications,Marketing Communications,Full time,"RM 2,800 – RM 3,500 per month"
193,72231969,Data Engineer,Michael Page International (Malaysia) Sdn Bhd,"Building required pipeline for optimal ETL of data from various data sources using Python and SQL technologies
Assisting the collection of complex data sets from various systems to meet the business requirement
Building analytical tools to utilize the data pipeline, providing actionable insight into key business performance metrics
Collaborate with data scientists, developers, and stakeholder (e.g., risk manager) on analytical projects
Perform metadata and data management
Degree in Computer Science or equivalent
Minimum 3 years of relevant experience
Excellent verbal and written communications skills
Technical skills 
Experience in data warehouse, ETL pipeline design, implementation and maintenance
Excellent SQL skill
Proficient in at least 1 programming language such as Python, Java or C++;
Experience with cloud ETL services: Redshift, Lambda, Glue
Experience in any BI tools, e.g., Power BI, Tableau, is a plus
Experience in data warehouse, ETL pipeline design, implementation and maintenance
Excellent SQL skill
Proficient in at least 1 programming language such as Python, Java or C++;
Experience with cloud ETL services: Redshift, Lambda, Glue
Experience in any BI tools, e.g., Power BI, Tableau, is a plus",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,
194,72404595,Senior BI Developer,Hartalega NGC Sdn Bhd,"Translate business needs to technical specifications by plan, create coordinate, and deploy data warehouses.
Design, build and deploy Bl solutions (e.g. reporting tools) and design end user interface.
Maintain and support data analytics platforms (e.g. Micro Strategy).
Develop data architecture, data modelling, and mapping solutions within structured data warehouse environment.
Facilitate requirements gathering using expert listening skills and develop unique simple solutions to meet the immediate and long-term needs of business customers.
Develop reporting applications and data warehouse consistency.
Support the development and validation required through the lifecycle of the Business Intelligence systems maintain user connectivity, and provide adequate security for data warehouse.
Monitor the Bl systems performance and integrity provide corrective and preventative maintenance as required.
Develop and update technical documentation.
Conduct unit testing and troubleshooting.
Bachelor Degree in computer engineering, computer science or its equivalent in related IT field.
Minimum 3 years of working experience in the related field is required.
Background in data warehouse design (e.g. dimensional modelling) and data mining.
In-depth understanding of database management systems, online analytical processing (OLAP) and ET L (Extract, transform, load) framework.
Familiarity with Bl technologies (e.g. Microsoft Power Bl).
Knowledge of SQL queries, SQL Server Reporting Services (SSRS) and SQL Server Integration Services (SSIS).
What's your expected monthly basic salary?
How many years' experience do you have as a business intelligence developer?",Petaling,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,
195,72348089,Information Security Digital Data Reviewer,Accenture Technology Solutions Sdn Bhd,"As a content reviewer, you will be tasked with working on workflows that focus on apps that pose security risks to users.
Collaborate with multiple teams such as cyber security experts, client stakeholders and other peer teams for resolution management, communicate technical, datamine issues to determine all potential risks accurately.
Exposure to malware/security review/user data review is required. Detail oriented and communication focused individual that is comfortable speaking and writing emails to multiple cross functional teams on technical issues.
Identify security violations and user data violations based on policy guidelines to keep the store malware-free.
Cross-team collaboration and communication to meet aggressive review deadlines across the security queue, various dashboards, and any security incidents/projects.
Leverage expertise to thoroughly review at app and developer level, by relaying pertinent findings to the key stakeholders and other peer teams.
Handle time-sensitive escalations from multiple key stakeholders.
Ability to identify gaps within workflows and processes and provide input to relevant stakeholders.
>1 year of content moderation/app review/web or social media review, and experience with coding preferably with Mobile Apps.
Basic knowledge in any coding experience.
Preferred Bachelor’s Degree any field.
Excellent verbal and written communication skills.
Ability to operate in areas that are not clearly defined within the policy.
Ability to prioritize and multitask to meet various workflow requirements.
Solid understanding of customer support best practices.
Sense of responsibility, initiative and high quality work standards.
Proactive, flexible individual that is capable of working in a rapidly changing environment.
Open to work during weekends and evening shifts.
Project and SLA delivery experience.
Which of the following programming languages are you experienced in?
How would you rate your English language skills?",Kuala Lumpur,Information & Communication Technology,Security,Full time,
196,72377435,Internship - IT & Digital,Averis Sdn Bhd,"Site IT/Desktop Management
IT Helpdesk
Information Security
SAP Basis
Virtualization & Storage
Research & Data Acquisition
IT Project Management
Quality Assurance
Digital Architecture
Data Science & Artificial Intelligence
Digital Project Management
DevOps
UI UX
A Diploma or Degree in Computer Science/Cybersecurity/Information Technology or a related field.
Good communications & interpersonal skills.
Applicants must be willing to work in Bangsar South, Kuala Lumpur.
Minimum duration : 3 months
Please state your exact internship period (DD.MM.YYYY to DD.MM.YYYY) on your resume.
How would you rate your English language skills?
What's your expected monthly basic salary?",Kuala Lumpur,Information & Communication Technology,Programme & Project Management,Full time,
197,72402756,MSSQL DBA,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,"Create, support and maintain SQL Server databases.
Installing, configuring and upgrading SQL Server software and products, such as SQL 2016/ 2017/ 2019.
Performing backup and recovery operations, setting up SQL Server Clustering and managing production server, large databases and multiple instances 24*7.
Using MS SQL Server features such as log shipping, replication, database mirroring, high availability solution AlwaysOn, SQL Agent, maintenance plan, scheduled jobs, alert, SQL Mail and DB Mail.
Conduct performance tuning, execution plan, troubleshooting, index and statistics, active-active cluster, SAN storage and data partitioning.
Minimum of a Bachelor's Degree in Computer Science, Information Technology or equivalent.
At least 2-3 years of hands-on experience as a SQL Server database administrator.
Experience in talking to stakeholders.
Involvement with regional projects: You will have the chance to work on diverse and meaningful projects across the region, collaborating with experts from different fields and cultures.
Career growth and training opportunities: You will have access to a variety of training programs and resources to help you grow your career and achieve your goals.
Competitive remuneration packages: You will be rewarded with a competitive remuneration and benefits package that reflects your contribution and performance.",Kuala Lumpur,Information & Communication Technology,Database Development & Administration,Full time,
198,72429864,Internship - Continuous Improvement,Dutch Lady Milk Industries Berhad,What's your expected monthly basic salary?,Seremban District,Engineering,Process Engineering,Contract/Temp,
199,72318793,System Analyst,C Tech Solutions Sdn Bhd,"What's your expected monthly basic salary?
How many years' experience do you have as a systems analyst?",Penang Island,Information & Communication Technology,Business/Systems Analysts,Full time,
200,72205577,Digital Data Reviewer - Mandarin Speaker,Accenture Technology Solutions Sdn Bhd,"Review, classify and/or remove content according to client guidelines, using specific tools and channels
Understand and remain updated on changing client policies and guidelines
Investigate, resolve, and relay complex content issues to the broader Trust and Safety team
Serve as an advocate for the user community
Participate in process improvement initiatives that improve quality and efficiency of work
Participate in continuous training programs and workgroup discussions for optimal development in the role
Engage in conversation around socially sensitive topics with the purpose of keeping our communities safe
Strong coping, emotional resilience, and stress-management skills
Excellent comprehension, communication, and 
Mandarin Language skills
Ability to perform duties objectively, devoid of inherent biases or personal beliefs, in the best interest of client policies
Strong attention to detail
Comfort synthesizing and analyzing information from multiple streams
Strong critical thinking and decision-making skills
Deep familiarity and passion for the internet, internet platforms, and internet culture
High affinity and cultural awareness of political and social situations regarding the relevant market and region that will be supported​
Ability to work well individually and as part of a team
Ability to work differing rotations/shifts and non-standard work hours
Flexibility in meeting changing business needs in a fast-paced environment
Commitment to quality, efficiency, and effectiveness
Previous business process outsourcing, customer service, or content moderation experience is a plus
How would you rate your English language skills?
What's your expected monthly basic salary?
How would you rate your Mandarin language skills?
Are you available for shift work?",Kuala Lumpur,Marketing & Communications,Brand Management,Contract/Temp,
201,72349101,Sustainability Disclosure Analyst,Private Advertiser,"What's your expected monthly basic salary?
How many years' experience do you have as a Disclosure Analyst?",Kuala Lumpur,Engineering,Environmental Engineering,Full time,
202,72761527,Data Engineer,ANHSIN TECHNOLOGY SDN BHD,"Design, develop, and maintain scalable and robust data architecture.
Create and manage databases, data processing systems, and data integration solutions.
Develop and implement efficient ETL processes for data ingestion and transformation.
Ensure data quality and integrity throughout the ETL pipeline.
Design and implement data models for optimal storage and retrieval.
Build and maintain data warehouses for analysis and reporting purposes.
Monitor and optimize database performance.
Troubleshoot and resolve data-related issues in a timely manner.
Work with stakeholders to understand data requirements and translate them into effective database structures.
Implement and enforce data security measures and compliance standards.
Collaborate with cross-functional teams, including AI Engineer, Data Scientists, Data Analysts, Software engineers and DevOps.
Bachelor's degree or higher education qualification in Computer Science, Software Engineering, or a related field 
Proven experience as a Data Engineer or similar role.
Able to speak in English and Mandarin.
Hands-on experience with data warehousing, ETL processes, and database management.
Proficiency in SQL and one or more programming languages (e.g., Python, Java, JavaScript).
Knowledge of data modelling and database design principles.
Strong proficiency with ETL tools such as Apache Airflow and Dagster.
Familiarity with Big Data technologies (e.g., Hadoop, Spark).
Understanding of data governance principles and practices.
Exposure to machine learning concepts and integration of machine learning models into data pipelines.
Familiarity with containerization tools like Docker and orchestration tools like Kubernetes.
Knowledge of streaming data technologies (e.g., Apache Kafka).
Experience with cloud platforms such as AWS, Azure, or Google Cloud.
How many years' experience do you have as a Data Engineer?
What's your expected monthly basic salary?
Which of the following programming languages are you experienced in?
How many years' experience do you have using SQL queries?
Have you worked in a role which requires experience with machine learning?",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,
203,72787241,Machine Learning Engineer (AI),Accordia Global Sdn Bhd,"Design, develop, and deploy machine learning models for our AI assistants
Work with data scientists and engineers to build and maintain our data pipelines and infrastructure
Evaluate and improve the performance of our AI assistants
Collaborate with product managers and designers to ensure that our AI assistants meet the needs of our customers
Collaborate with a multi-functional agile team of data science, UX / UI design, product management, and engineering to build new features / products / services that delight our customers.
Develop and create end-to-end machine learning feedback loop and integrate it into various customer interaction applications.
Improve existing machine learning models both in terms of model performance and computing performance.
Help drive code review, optimization, testing, and tooling to improve code quality and system reliability.
Research and implement best practices to enhance existing machine learning infrastructure and process.
Be part of an active group of data science and machine learning practitioners that shape the direction of machine learning and artificial intelligence of the organization.
BS or higher in Computer Science, Computer Engineering or related technical fields involving Machine Learning or equivalent technical experience
Strong analytical and problem-solving skills - Proven software development skills in multiple programming languages (e.g., Python, Golang, C, React, Angular)
Experience with machine learning software packages (e.g., ChatGPT, Keras, scikit-learn, XGBoost, TensorFlow, NLTK, Caffe, Theano)
Conversational platforms such as Rasa and Nuance Mix
Familiar with LLM Model such as Chatgpt or Google's Bard
Familiarity with container-based technologies (e.g., Docker, Kubernetes) and DevOps practices (e.g., code review, automated testing, CI / CD, logging, performance monitoring)
Front-end technologies such as React and React Native (Nice to have)
Familiar with Relational, NoSQL & Vector databases (MySQL, MongoDB, Weaviate, etc)
Strong communication skills & collaborative mindset
Experience with data processing tools (e.g., Hadoop, Apache Spark, Apache Beam) and Cloud platforms (e.g., AWS, Azure, GCP) considered a plus
Competitive salary and benefits package
Opportunity to work on challenging and innovative projects
Collaborative and supportive work environment
Opportunities for professional development and growth
We are a team of passionate and innovative engineers who are committed to building the best possible AI assistants for our customers.
We offer a collaborative and supportive work environment where everyone is valued and respected.
We are committed to professional development and growth, and we offer our employees opportunities to learn and grow their skills.
We offer a competitive salary and benefits package.
If you are a talented and passionate Machine Learning Engineer who is looking for a challenging and rewarding opportunity, we encourage you to apply!
Have you worked in a role which requires experience with machine learning?
What's your expected monthly basic salary?
How many years' experience do you have as a Machine Learning Engineer?",Shah Alam/Subang,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 5,000 – RM 7,000 per month"
204,72866732,Senior Risk/Data Analyst,Toyota Capital Malaysia Sdn. Bhd.,"Analyse data to better understand potential risks, concerns and outcomes of decisions.
Aggregate data from multiple sources to provide a comprehensive assessment.
Create reports, summaries, presentations and process documents to display results.
Collaborate with other team members to effectively analyse and present data.
Develop systems and processes for gathering and storing data for future analytic projects.
Conduct research into potential clients and understand the risks of accepting each one.
Identify economic and financial trends that may present a risk to the company.
Monitor internal and external data points that may affect the risk level of a decision.
To support ad-hoc tasks assigned by superior as and when required.
Degree in Mathematics / Statistics / Data Analytics.
Minimum 3 – 7 years of similar working experiences.
Advance in Excel and familiar with Data Analytics Tool – SAS etc. 
Well versed in English and Bahasa Malaysia.
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following Microsoft Office products are you experienced with?
How much notice are you required to give your current employer?
Which of the following data mining tools are you experienced with?",Petaling,Banking & Financial Services,Compliance & Risk,Full time,
205,72851872,Senior Data Engineer (Hybrid Working),SEEK,"Design, development, testing, and operation of:
Big data processing pipelines
Tools for managing and monitoring data systems and processes, including quality, security, lifecycle
Deploy, operate, and support data infrastructure and services on Databricks and AWS
Maintaining system health, ensuring that our systems are secure, reliable, resilient and cost effective.
Growing the technical capabilities of more junior engineers through coaching and mentoring.
Building and operating cloud-based data processing and warehousing solutions
Big data processing experience, preferably Databricks, EMR, Spark & Hadoop
Strong software engineering, coding & scripting
Advanced SQL and database skills
Logical and physical data modelling
Ownership of deployments, infrastructure, system administration, monitoring, and operations (ie. DevOps)
Data pipeline / ETL / workflow orchestration with Airflow
Databricks platform, particularly Spark Structured Streaming, Delta Lakes & Unity Catalog
AWS services, particularly EMR & S3, but also IAM, Cloudformation, CDK, Lambda, SNS, SQS, SSM
Kafka technologies, particularly KStreams DSL, processor and producer/consumer APIs
Develop clean code using good practices like CI/CD, TDD, pair programming, code review
Experience with Splunk and/or Datadog
Which of the following statements best describes your right to work in Malaysia?",Kuala Lumpur,Information & Communication Technology,Engineering - Software,Full time,
